week_number,week_start_date,week_end_date,days_in_week,goal_minutes,week_adherence,basic_week_adherence,smart_duration_sum,student_id
1,2024-01-01,2024-01-07 00:00:00.000000,7,0,0.0,0.0,0.0,756
2,2024-01-08,2024-01-14 00:00:00.000000,7,90,40.166666666666664,40.166666666666664,36.15,756
3,2024-01-15,2024-01-21 00:00:00.000000,7,90,46.27777777777778,46.27777777777778,41.65,756
4,2024-01-22,2024-01-28 00:00:00.000000,7,90,0.0,0.0,0.0,756
5,2024-01-29,2024-02-04 00:00:00.000000,7,90,11.444444444444445,11.444444444444445,10.3,756
6,2024-02-05,2024-02-11 00:00:00.000000,7,90,23.38888888888889,23.38888888888889,21.05,756
7,2024-02-12,2024-02-18 00:00:00.000000,7,90,11.185185185185185,11.185185185185185,10.066666666666666,756
8,2024-02-19,2024-02-25 00:00:00.000000,7,90,22.5,22.5,20.25,756
9,2024-02-26,2024-03-03 00:00:00.000000,7,90,34.09259259259259,34.09259259259259,30.683333333333334,756
10,2024-03-04,2024-03-10 00:00:00.000000,7,90,11.166666666666668,11.166666666666668,10.05,756
11,2024-03-11,2024-03-17 00:00:00.000000,7,0,0.0,0.0,0.0,756
12,2024-03-18,2024-03-24 00:00:00.000000,7,0,0.0,0.0,0.0,756
13,2024-03-25,2024-03-31 00:00:00.000000,7,0,0.0,0.0,0.0,756
14,2024-04-01,2024-04-07 00:00:00.000000,7,90,59.07407407407407,59.07407407407407,53.166666666666664,756
15,2024-04-08,2024-04-14 00:00:00.000000,7,90,14.37037037037037,14.37037037037037,12.933333333333334,756
16,2024-04-15,2024-04-21 00:00:00.000000,7,90,0.0,0.0,0.0,756
17,2024-04-22,2024-04-28 00:00:00.000000,7,0,0.0,0.0,0.0,756
18,2024-04-29,2024-05-05 00:00:00.000000,7,0,0.0,0.0,0.0,756
19,2024-05-06,2024-05-12 00:00:00.000000,7,0,0.0,0.0,0.0,756
20,2024-05-13,2024-05-19 00:00:00.000000,7,0,0.0,0.0,0.0,756
21,2024-05-20,2024-05-26 00:00:00.000000,7,0,0.0,0.0,0.0,756
22,2024-05-27,2024-06-02 00:00:00.000000,7,0,0.0,0.0,0.0,756
23,2024-06-03,2024-06-09 00:00:00.000000,7,0,0.0,0.0,0.0,756
24,2024-06-10,2024-06-16 00:00:00.000000,7,0,0.0,0.0,0.0,756
25,2024-06-17,2024-06-23 00:00:00.000000,7,0,0.0,0.0,0.0,756
26,2024-06-24,2024-06-30 00:00:00.000000,7,0,0.0,0.0,0.0,756
27,2024-07-01,2024-07-07 00:00:00.000000,7,0,0.0,0.0,0.0,756
28,2024-07-08,2024-07-14 00:00:00.000000,7,0,0.0,0.0,0.0,756
29,2024-07-15,2024-07-21 00:00:00.000000,7,0,0.0,0.0,0.0,756
30,2024-07-22,2024-07-28 00:00:00.000000,7,0,0.0,0.0,0.0,756
31,2024-07-29,2024-08-04 00:00:00.000000,7,0,0.0,0.0,0.0,756
32,2024-08-05,2024-08-11 00:00:00.000000,7,0,0.0,0.0,0.0,756
33,2024-08-12,2024-08-18 00:00:00.000000,7,0,0.0,0.0,0.0,756
34,2024-08-19,2024-08-25 00:00:00.000000,7,0,0.0,0.0,0.0,756
35,2024-08-26,2024-09-01 00:00:00.000000,7,0,0.0,0.0,0.0,756
36,2024-09-02,2024-09-08 00:00:00.000000,7,0,0.0,0.0,0.0,756
37,2024-09-09,2024-09-15 00:00:00.000000,7,0,0.0,0.0,0.0,756
38,2024-09-16,2024-09-22 00:00:00.000000,7,0,0.0,0.0,0.0,756
39,2024-09-23,2024-09-29 00:00:00.000000,7,0,0.0,0.0,0.0,756
40,2024-09-30,2024-10-06 00:00:00.000000,7,0,0.0,0.0,0.0,756
41,2024-10-07,2024-10-13 00:00:00.000000,7,0,0.0,0.0,0.0,756
42,2024-10-14,2024-10-20 00:00:00.000000,7,0,0.0,0.0,0.0,756
43,2024-10-21,2024-10-27 00:00:00.000000,7,0,0.0,0.0,0.0,756
44,2024-10-28,2024-11-03 00:00:00.000000,7,0,0.0,0.0,0.0,756
45,2024-11-04,2024-11-10 00:00:00.000000,7,0,0.0,0.0,0.0,756
46,2024-11-11,2024-11-17 00:00:00.000000,7,0,0.0,0.0,0.0,756
47,2024-11-18,2024-11-24 00:00:00.000000,7,0,0.0,0.0,0.0,756
48,2024-11-25,2024-12-01 00:00:00.000000,7,0,0.0,0.0,0.0,756
49,2024-12-02,2024-12-08 00:00:00.000000,7,0,0.0,0.0,0.0,756
50,2024-12-09,2024-12-12 14:30:26.155378,4,0,0.0,0.0,0.0,756
1,2024-01-01,2024-01-07 00:00:00.000000,7,90,100.0,100.0,183.36666666666667,757
2,2024-01-08,2024-01-14 00:00:00.000000,7,90,100.0,100.0,143.61666666666667,757
3,2024-01-15,2024-01-21 00:00:00.000000,7,90,100.0,100.0,122.43333333333334,757
4,2024-01-22,2024-01-28 00:00:00.000000,7,90,64.0925925925926,64.0925925925926,57.68333333333333,757
5,2024-01-29,2024-02-04 00:00:00.000000,7,90,89.27777777777777,89.27777777777777,80.35,757
6,2024-02-05,2024-02-11 00:00:00.000000,7,90,100.0,100.0,213.66666666666666,757
7,2024-02-12,2024-02-18 00:00:00.000000,7,90,100.0,100.0,140.9,757
8,2024-02-19,2024-02-25 00:00:00.000000,7,90,100.0,100.0,123.45,757
9,2024-02-26,2024-03-03 00:00:00.000000,7,90,100.0,100.0,151.48333333333332,757
10,2024-03-04,2024-03-10 00:00:00.000000,7,90,24.833333333333336,24.833333333333336,22.35,757
11,2024-03-11,2024-03-17 00:00:00.000000,7,90,100.0,100.0,123.0,757
12,2024-03-18,2024-03-24 00:00:00.000000,7,90,100.0,100.0,95.38333333333334,757
13,2024-03-25,2024-03-31 00:00:00.000000,7,90,100.0,100.0,110.03333333333333,757
14,2024-04-01,2024-04-07 00:00:00.000000,7,90,96.2037037037037,96.2037037037037,86.58333333333333,757
15,2024-04-08,2024-04-14 00:00:00.000000,7,90,100.0,100.0,120.06666666666666,757
16,2024-04-15,2024-04-21 00:00:00.000000,7,90,100.0,100.0,228.01666666666668,757
17,2024-04-22,2024-04-28 00:00:00.000000,7,90,100.0,100.0,146.16666666666666,757
18,2024-04-29,2024-05-05 00:00:00.000000,7,90,100.0,100.0,101.58333333333333,757
19,2024-05-06,2024-05-12 00:00:00.000000,7,150,100.0,100.0,203.2,757
20,2024-05-13,2024-05-19 00:00:00.000000,7,250,20.826666666666668,57.851851851851855,52.06666666666667,757
21,2024-05-20,2024-05-26 00:00:00.000000,7,250,66.99333333333333,100.0,167.48333333333332,757
22,2024-05-27,2024-06-02 00:00:00.000000,7,250,81.14,100.0,202.85,757
23,2024-06-03,2024-06-09 00:00:00.000000,7,275,22.193939393939395,67.81481481481481,61.03333333333333,757
24,2024-06-10,2024-06-16 00:00:00.000000,7,275,52.74545454545455,100.0,145.05,757
25,2024-06-17,2024-06-23 00:00:00.000000,7,275,30.096969696969694,91.96296296296296,82.76666666666667,757
26,2024-06-24,2024-06-30 00:00:00.000000,7,275,37.64848484848485,100.0,103.53333333333333,757
27,2024-07-01,2024-07-07 00:00:00.000000,7,275,84.61818181818181,100.0,232.7,757
28,2024-07-08,2024-07-14 00:00:00.000000,7,275,81.0909090909091,100.0,223.0,757
29,2024-07-15,2024-07-21 00:00:00.000000,7,275,23.03030303030303,70.37037037037037,63.333333333333336,757
30,2024-07-22,2024-07-28 00:00:00.000000,7,275,54.52121212121212,100.0,149.93333333333334,757
31,2024-07-29,2024-08-04 00:00:00.000000,7,275,33.50303030303031,100.0,92.13333333333334,757
32,2024-08-05,2024-08-11 00:00:00.000000,7,275,53.121212121212125,100.0,146.08333333333334,757
33,2024-08-12,2024-08-18 00:00:00.000000,7,275,22.78181818181818,69.61111111111111,62.65,757
34,2024-08-19,2024-08-25 00:00:00.000000,7,275,36.38181818181818,100.0,100.05,757
35,2024-08-26,2024-09-01 00:00:00.000000,7,275,66.43030303030302,100.0,182.68333333333334,757
36,2024-09-02,2024-09-08 00:00:00.000000,7,275,23.06060606060606,70.46296296296296,63.416666666666664,757
37,2024-09-09,2024-09-15 00:00:00.000000,7,275,26.454545454545453,80.83333333333333,72.75,757
38,2024-09-16,2024-09-22 00:00:00.000000,7,275,29.115151515151517,88.96296296296296,80.06666666666666,757
39,2024-09-23,2024-09-29 00:00:00.000000,7,0,0.0,0.0,0.0,757
40,2024-09-30,2024-10-06 00:00:00.000000,7,275,19.654545454545453,60.05555555555555,54.05,757
41,2024-10-07,2024-10-13 00:00:00.000000,7,275,27.096969696969698,82.79629629629629,74.51666666666667,757
42,2024-10-14,2024-10-20 00:00:00.000000,7,275,40.60606060606061,100.0,111.66666666666667,757
43,2024-10-21,2024-10-27 00:00:00.000000,7,275,8.163636363636364,24.944444444444443,22.45,757
44,2024-10-28,2024-11-03 00:00:00.000000,7,275,22.36969696969697,68.35185185185185,61.516666666666666,757
45,2024-11-04,2024-11-10 00:00:00.000000,7,275,4.7696969696969695,14.574074074074076,13.116666666666667,757
46,2024-11-11,2024-11-17 00:00:00.000000,7,275,4.557575757575758,13.925925925925926,12.533333333333333,757
47,2024-11-18,2024-11-24 00:00:00.000000,7,275,22.066666666666666,67.42592592592592,60.68333333333333,757
48,2024-11-25,2024-12-01 00:00:00.000000,7,0,0.0,0.0,0.0,757
49,2024-12-02,2024-12-08 00:00:00.000000,7,275,27.436363636363637,83.83333333333334,75.45,757
50,2024-12-09,2024-12-12 14:30:26.155378,4,275,15.431818181818183,26.944444444444443,24.25,757
1,2024-01-01,2024-01-07 00:00:00.000000,7,90,72.92592592592594,72.92592592592594,65.63333333333334,758
2,2024-01-08,2024-01-14 00:00:00.000000,7,90,100.0,100.0,196.06666666666666,758
3,2024-01-15,2024-01-21 00:00:00.000000,7,90,100.0,100.0,118.26666666666667,758
4,2024-01-22,2024-01-28 00:00:00.000000,7,90,100.0,100.0,209.65,758
5,2024-01-29,2024-02-04 00:00:00.000000,7,90,100.0,100.0,119.6,758
6,2024-02-05,2024-02-11 00:00:00.000000,7,90,100.0,100.0,121.66666666666667,758
7,2024-02-12,2024-02-18 00:00:00.000000,7,90,65.29629629629629,65.29629629629629,58.766666666666666,758
8,2024-02-19,2024-02-25 00:00:00.000000,7,90,100.0,100.0,139.91666666666666,758
9,2024-02-26,2024-03-03 00:00:00.000000,7,90,100.0,100.0,118.36666666666666,758
10,2024-03-04,2024-03-10 00:00:00.000000,7,90,55.851851851851855,55.851851851851855,50.266666666666666,758
11,2024-03-11,2024-03-17 00:00:00.000000,7,90,100.0,100.0,92.78333333333333,758
12,2024-03-18,2024-03-24 00:00:00.000000,7,90,100.0,100.0,145.43333333333334,758
13,2024-03-25,2024-03-31 00:00:00.000000,7,90,100.0,100.0,213.0,758
14,2024-04-01,2024-04-07 00:00:00.000000,7,90,100.0,100.0,213.1,758
15,2024-04-08,2024-04-14 00:00:00.000000,7,90,97.6111111111111,97.6111111111111,87.85,758
16,2024-04-15,2024-04-21 00:00:00.000000,7,90,100.0,100.0,181.5,758
17,2024-04-22,2024-04-28 00:00:00.000000,7,90,100.0,100.0,136.96666666666667,758
18,2024-04-29,2024-05-05 00:00:00.000000,7,90,80.4074074074074,80.4074074074074,72.36666666666666,758
19,2024-05-06,2024-05-12 00:00:00.000000,7,90,100.0,100.0,125.48333333333333,758
20,2024-05-13,2024-05-19 00:00:00.000000,7,90,44.94444444444445,44.94444444444445,40.45,758
21,2024-05-20,2024-05-26 00:00:00.000000,7,90,70.53703703703704,70.53703703703704,63.483333333333334,758
22,2024-05-27,2024-06-02 00:00:00.000000,7,90,100.0,100.0,124.63333333333334,758
23,2024-06-03,2024-06-09 00:00:00.000000,7,90,11.722222222222223,11.722222222222223,10.55,758
24,2024-06-10,2024-06-16 00:00:00.000000,7,90,100.0,100.0,169.68333333333334,758
25,2024-06-17,2024-06-23 00:00:00.000000,7,90,70.18518518518519,70.18518518518519,63.166666666666664,758
26,2024-06-24,2024-06-30 00:00:00.000000,7,90,46.833333333333336,46.833333333333336,42.15,758
27,2024-07-01,2024-07-07 00:00:00.000000,7,90,42.51851851851852,42.51851851851852,38.266666666666666,758
28,2024-07-08,2024-07-14 00:00:00.000000,7,90,100.0,100.0,105.93333333333334,758
29,2024-07-15,2024-07-21 00:00:00.000000,7,90,84.70370370370371,84.70370370370371,76.23333333333333,758
30,2024-07-22,2024-07-28 00:00:00.000000,7,90,100.0,100.0,160.0,758
31,2024-07-29,2024-08-04 00:00:00.000000,7,90,100.0,100.0,183.55,758
32,2024-08-05,2024-08-11 00:00:00.000000,7,90,73.9074074074074,73.9074074074074,66.51666666666667,758
33,2024-08-12,2024-08-18 00:00:00.000000,7,90,42.666666666666664,42.666666666666664,38.4,758
34,2024-08-19,2024-08-25 00:00:00.000000,7,90,90.33333333333333,90.33333333333333,81.3,758
35,2024-08-26,2024-09-01 00:00:00.000000,7,90,78.74074074074073,78.74074074074073,70.86666666666666,758
36,2024-09-02,2024-09-08 00:00:00.000000,7,90,34.388888888888886,34.388888888888886,30.95,758
37,2024-09-09,2024-09-15 00:00:00.000000,7,90,0.6296296296296297,0.6296296296296297,0.5666666666666667,758
38,2024-09-16,2024-09-22 00:00:00.000000,7,0,0.0,0.0,0.0,758
39,2024-09-23,2024-09-29 00:00:00.000000,7,0,0.0,0.0,0.0,758
40,2024-09-30,2024-10-06 00:00:00.000000,7,90,42.03703703703704,42.03703703703704,37.833333333333336,758
41,2024-10-07,2024-10-13 00:00:00.000000,7,90,25.314814814814817,25.314814814814817,22.783333333333335,758
42,2024-10-14,2024-10-20 00:00:00.000000,7,90,9.740740740740742,9.740740740740742,8.766666666666667,758
43,2024-10-21,2024-10-27 00:00:00.000000,7,90,100.0,100.0,116.66666666666667,758
44,2024-10-28,2024-11-03 00:00:00.000000,7,90,80.07407407407408,80.07407407407408,72.06666666666666,758
45,2024-11-04,2024-11-10 00:00:00.000000,7,120,56.458333333333336,75.27777777777777,67.75,758
46,2024-11-11,2024-11-17 00:00:00.000000,7,120,23.541666666666668,31.38888888888889,28.25,758
47,2024-11-18,2024-11-24 00:00:00.000000,7,120,63.61111111111111,84.81481481481481,76.33333333333333,758
48,2024-11-25,2024-12-01 00:00:00.000000,7,120,26.625,35.5,31.95,758
49,2024-12-02,2024-12-08 00:00:00.000000,7,120,79.18055555555556,100.0,95.01666666666667,758
50,2024-12-09,2024-12-12 14:30:26.155378,4,120,20.222222222222225,15.407407407407408,13.866666666666667,758
1,2024-01-01,2024-01-07 00:00:00.000000,7,90,100.0,100.0,140.63333333333333,759
2,2024-01-08,2024-01-14 00:00:00.000000,7,90,100.0,100.0,156.35,759
3,2024-01-15,2024-01-21 00:00:00.000000,7,90,100.0,100.0,229.18333333333334,759
4,2024-01-22,2024-01-28 00:00:00.000000,7,90,100.0,100.0,282.68333333333334,759
5,2024-01-29,2024-02-04 00:00:00.000000,7,90,100.0,100.0,240.63333333333333,759
6,2024-02-05,2024-02-11 00:00:00.000000,7,90,100.0,100.0,169.53333333333333,759
7,2024-02-12,2024-02-18 00:00:00.000000,7,90,100.0,100.0,201.18333333333334,759
8,2024-02-19,2024-02-25 00:00:00.000000,7,90,100.0,100.0,195.83333333333334,759
9,2024-02-26,2024-03-03 00:00:00.000000,7,90,100.0,100.0,121.46666666666667,759
10,2024-03-04,2024-03-10 00:00:00.000000,7,90,100.0,100.0,117.81666666666666,759
11,2024-03-11,2024-03-17 00:00:00.000000,7,90,100.0,100.0,131.93333333333334,759
12,2024-03-18,2024-03-24 00:00:00.000000,7,175,58.266666666666666,100.0,101.96666666666667,759
13,2024-03-25,2024-03-31 00:00:00.000000,7,90,100.0,100.0,206.05,759
14,2024-04-01,2024-04-07 00:00:00.000000,7,90,100.0,100.0,280.96666666666664,759
15,2024-04-08,2024-04-14 00:00:00.000000,7,90,100.0,100.0,202.06666666666666,759
16,2024-04-15,2024-04-21 00:00:00.000000,7,275,100.0,100.0,275.45,759
17,2024-04-22,2024-04-28 00:00:00.000000,7,275,100.0,100.0,301.9,759
18,2024-04-29,2024-05-05 00:00:00.000000,7,300,100.0,100.0,374.65,759
19,2024-05-06,2024-05-12 00:00:00.000000,7,300,77.50555555555556,100.0,232.51666666666668,759
20,2024-05-13,2024-05-19 00:00:00.000000,7,300,87.78888888888889,100.0,263.3666666666667,759
21,2024-05-20,2024-05-26 00:00:00.000000,7,300,60.10000000000001,100.0,180.3,759
22,2024-05-27,2024-06-02 00:00:00.000000,7,90,100.0,100.0,364.06666666666666,759
23,2024-06-03,2024-06-09 00:00:00.000000,7,300,100.0,100.0,338.26666666666665,759
24,2024-06-10,2024-06-16 00:00:00.000000,7,90,100.0,100.0,217.96666666666667,759
25,2024-06-17,2024-06-23 00:00:00.000000,7,90,100.0,100.0,311.71666666666664,759
26,2024-06-24,2024-06-30 00:00:00.000000,7,90,100.0,100.0,238.75,759
27,2024-07-01,2024-07-07 00:00:00.000000,7,90,100.0,100.0,242.38333333333333,759
28,2024-07-08,2024-07-14 00:00:00.000000,7,90,100.0,100.0,252.8,759
29,2024-07-15,2024-07-21 00:00:00.000000,7,90,100.0,100.0,240.56666666666666,759
30,2024-07-22,2024-07-28 00:00:00.000000,7,300,68.0888888888889,100.0,204.26666666666668,759
31,2024-07-29,2024-08-04 00:00:00.000000,7,90,100.0,100.0,301.1333333333333,759
32,2024-08-05,2024-08-11 00:00:00.000000,7,300,71.73888888888888,100.0,215.21666666666667,759
33,2024-08-12,2024-08-18 00:00:00.000000,7,90,100.0,100.0,268.1666666666667,759
34,2024-08-19,2024-08-25 00:00:00.000000,7,300,100.0,100.0,306.01666666666665,759
35,2024-08-26,2024-09-01 00:00:00.000000,7,90,100.0,100.0,131.06666666666666,759
36,2024-09-02,2024-09-08 00:00:00.000000,7,90,100.0,100.0,183.76666666666668,759
37,2024-09-09,2024-09-15 00:00:00.000000,7,90,100.0,100.0,230.91666666666666,759
38,2024-09-16,2024-09-22 00:00:00.000000,7,90,100.0,100.0,219.95,759
39,2024-09-23,2024-09-29 00:00:00.000000,7,90,100.0,100.0,230.73333333333332,759
40,2024-09-30,2024-10-06 00:00:00.000000,7,300,75.16111111111111,100.0,225.48333333333332,759
41,2024-10-07,2024-10-13 00:00:00.000000,7,90,100.0,100.0,215.28333333333333,759
42,2024-10-14,2024-10-20 00:00:00.000000,7,90,100.0,100.0,300.06666666666666,759
43,2024-10-21,2024-10-27 00:00:00.000000,7,90,100.0,100.0,225.88333333333333,759
44,2024-10-28,2024-11-03 00:00:00.000000,7,90,100.0,100.0,153.68333333333334,759
45,2024-11-04,2024-11-10 00:00:00.000000,7,300,74.61666666666666,100.0,223.85,759
46,2024-11-11,2024-11-17 00:00:00.000000,7,90,100.0,100.0,221.9,759
47,2024-11-18,2024-11-24 00:00:00.000000,7,300,100.0,100.0,312.01666666666665,759
48,2024-11-25,2024-12-01 00:00:00.000000,7,90,100.0,100.0,226.45,759
49,2024-12-02,2024-12-08 00:00:00.000000,7,90,100.0,100.0,234.65,759
50,2024-12-09,2024-12-12 14:30:26.155378,4,275,33.58939393939394,58.64814814814815,52.78333333333333,759
1,2024-01-01,2024-01-07 00:00:00.000000,7,0,0.0,0.0,0.0,775
2,2024-01-08,2024-01-14 00:00:00.000000,7,0,0.0,0.0,0.0,775
3,2024-01-15,2024-01-21 00:00:00.000000,7,90,100.0,100.0,120.83333333333333,775
4,2024-01-22,2024-01-28 00:00:00.000000,7,90,100.0,100.0,151.63333333333333,775
5,2024-01-29,2024-02-04 00:00:00.000000,7,90,98.87037037037038,98.87037037037038,88.98333333333333,775
6,2024-02-05,2024-02-11 00:00:00.000000,7,90,100.0,100.0,124.95,775
7,2024-02-12,2024-02-18 00:00:00.000000,7,90,100.0,100.0,120.66666666666667,775
8,2024-02-19,2024-02-25 00:00:00.000000,7,90,100.0,100.0,130.7,775
9,2024-02-26,2024-03-03 00:00:00.000000,7,150,100.0,100.0,150.23333333333332,775
10,2024-03-04,2024-03-10 00:00:00.000000,7,150,100.0,100.0,150.25,775
11,2024-03-11,2024-03-17 00:00:00.000000,7,175,51.78095238095237,100.0,90.61666666666666,775
12,2024-03-18,2024-03-24 00:00:00.000000,7,90,92.75925925925927,92.75925925925927,83.48333333333333,775
13,2024-03-25,2024-03-31 00:00:00.000000,7,175,42.342857142857135,82.33333333333333,74.1,775
14,2024-04-01,2024-04-07 00:00:00.000000,7,175,35.16190476190476,68.37037037037037,61.53333333333333,775
15,2024-04-08,2024-04-14 00:00:00.000000,7,175,6.514285714285714,12.666666666666668,11.4,775
16,2024-04-15,2024-04-21 00:00:00.000000,7,0,0.0,0.0,0.0,775
17,2024-04-22,2024-04-28 00:00:00.000000,7,0,0.0,0.0,0.0,775
18,2024-04-29,2024-05-05 00:00:00.000000,7,0,0.0,0.0,0.0,775
19,2024-05-06,2024-05-12 00:00:00.000000,7,0,0.0,0.0,0.0,775
20,2024-05-13,2024-05-19 00:00:00.000000,7,0,0.0,0.0,0.0,775
21,2024-05-20,2024-05-26 00:00:00.000000,7,0,0.0,0.0,0.0,775
22,2024-05-27,2024-06-02 00:00:00.000000,7,0,0.0,0.0,0.0,775
23,2024-06-03,2024-06-09 00:00:00.000000,7,0,0.0,0.0,0.0,775
24,2024-06-10,2024-06-16 00:00:00.000000,7,0,0.0,0.0,0.0,775
25,2024-06-17,2024-06-23 00:00:00.000000,7,0,0.0,0.0,0.0,775
26,2024-06-24,2024-06-30 00:00:00.000000,7,0,0.0,0.0,0.0,775
27,2024-07-01,2024-07-07 00:00:00.000000,7,0,0.0,0.0,0.0,775
28,2024-07-08,2024-07-14 00:00:00.000000,7,0,0.0,0.0,0.0,775
29,2024-07-15,2024-07-21 00:00:00.000000,7,0,0.0,0.0,0.0,775
30,2024-07-22,2024-07-28 00:00:00.000000,7,0,0.0,0.0,0.0,775
31,2024-07-29,2024-08-04 00:00:00.000000,7,0,0.0,0.0,0.0,775
32,2024-08-05,2024-08-11 00:00:00.000000,7,0,0.0,0.0,0.0,775
33,2024-08-12,2024-08-18 00:00:00.000000,7,0,0.0,0.0,0.0,775
34,2024-08-19,2024-08-25 00:00:00.000000,7,0,0.0,0.0,0.0,775
35,2024-08-26,2024-09-01 00:00:00.000000,7,0,0.0,0.0,0.0,775
36,2024-09-02,2024-09-08 00:00:00.000000,7,0,0.0,0.0,0.0,775
37,2024-09-09,2024-09-15 00:00:00.000000,7,0,0.0,0.0,0.0,775
38,2024-09-16,2024-09-22 00:00:00.000000,7,0,0.0,0.0,0.0,775
39,2024-09-23,2024-09-29 00:00:00.000000,7,0,0.0,0.0,0.0,775
40,2024-09-30,2024-10-06 00:00:00.000000,7,0,0.0,0.0,0.0,775
41,2024-10-07,2024-10-13 00:00:00.000000,7,0,0.0,0.0,0.0,775
42,2024-10-14,2024-10-20 00:00:00.000000,7,0,0.0,0.0,0.0,775
43,2024-10-21,2024-10-27 00:00:00.000000,7,0,0.0,0.0,0.0,775
44,2024-10-28,2024-11-03 00:00:00.000000,7,0,0.0,0.0,0.0,775
45,2024-11-04,2024-11-10 00:00:00.000000,7,0,0.0,0.0,0.0,775
46,2024-11-11,2024-11-17 00:00:00.000000,7,0,0.0,0.0,0.0,775
47,2024-11-18,2024-11-24 00:00:00.000000,7,0,0.0,0.0,0.0,775
48,2024-11-25,2024-12-01 00:00:00.000000,7,0,0.0,0.0,0.0,775
49,2024-12-02,2024-12-08 00:00:00.000000,7,0,0.0,0.0,0.0,775
50,2024-12-09,2024-12-12 14:30:26.155378,4,0,0.0,0.0,0.0,775
1,2024-01-01,2024-01-07 00:00:00.000000,7,0,0.0,0.0,0.0,787
2,2024-01-08,2024-01-14 00:00:00.000000,7,90,90.11111111111111,90.11111111111111,81.1,787
3,2024-01-15,2024-01-21 00:00:00.000000,7,90,100.0,100.0,213.55,787
4,2024-01-22,2024-01-28 00:00:00.000000,7,90,100.0,100.0,264.21666666666664,787
5,2024-01-29,2024-02-04 00:00:00.000000,7,90,100.0,100.0,254.15,787
6,2024-02-05,2024-02-11 00:00:00.000000,7,90,100.0,100.0,295.48333333333335,787
7,2024-02-12,2024-02-18 00:00:00.000000,7,90,100.0,100.0,250.5,787
8,2024-02-19,2024-02-25 00:00:00.000000,7,90,99.0,99.0,89.1,787
9,2024-02-26,2024-03-03 00:00:00.000000,7,150,100.0,100.0,223.56666666666666,787
10,2024-03-04,2024-03-10 00:00:00.000000,7,150,100.0,100.0,266.56666666666666,787
11,2024-03-11,2024-03-17 00:00:00.000000,7,200,97.4,100.0,194.8,787
12,2024-03-18,2024-03-24 00:00:00.000000,7,250,69.54666666666667,100.0,173.86666666666667,787
13,2024-03-25,2024-03-31 00:00:00.000000,7,250,98.63333333333334,100.0,246.58333333333334,787
14,2024-04-01,2024-04-07 00:00:00.000000,7,250,62.17333333333334,100.0,155.43333333333334,787
15,2024-04-08,2024-04-14 00:00:00.000000,7,250,0.45333333333333325,1.2592592592592593,1.1333333333333333,787
16,2024-04-15,2024-04-21 00:00:00.000000,7,250,70.09333333333333,100.0,175.23333333333332,787
17,2024-04-22,2024-04-28 00:00:00.000000,7,250,100.0,100.0,255.78333333333333,787
18,2024-04-29,2024-05-05 00:00:00.000000,7,275,67.52727272727273,100.0,185.7,787
19,2024-05-06,2024-05-12 00:00:00.000000,7,275,75.37575757575758,100.0,207.28333333333333,787
20,2024-05-13,2024-05-19 00:00:00.000000,7,275,83.55151515151516,100.0,229.76666666666668,787
21,2024-05-20,2024-05-26 00:00:00.000000,7,300,63.90555555555556,100.0,191.71666666666667,787
22,2024-05-27,2024-06-02 00:00:00.000000,7,300,73.95555555555556,100.0,221.86666666666667,787
23,2024-06-03,2024-06-09 00:00:00.000000,7,300,82.64444444444445,100.0,247.93333333333334,787
24,2024-06-10,2024-06-16 00:00:00.000000,7,300,64.14999999999999,100.0,192.45,787
25,2024-06-17,2024-06-23 00:00:00.000000,7,300,70.20555555555555,100.0,210.61666666666667,787
26,2024-06-24,2024-06-30 00:00:00.000000,7,300,67.27777777777779,100.0,201.83333333333334,787
27,2024-07-01,2024-07-07 00:00:00.000000,7,300,58.972222222222214,100.0,176.91666666666666,787
28,2024-07-08,2024-07-14 00:00:00.000000,7,300,79.28888888888889,100.0,237.86666666666667,787
29,2024-07-15,2024-07-21 00:00:00.000000,7,300,65.25,100.0,195.75,787
30,2024-07-22,2024-07-28 00:00:00.000000,7,300,63.83888888888889,100.0,191.51666666666668,787
31,2024-07-29,2024-08-04 00:00:00.000000,7,300,66.98888888888888,100.0,200.96666666666667,787
32,2024-08-05,2024-08-11 00:00:00.000000,7,300,68.16666666666666,100.0,204.5,787
33,2024-08-12,2024-08-18 00:00:00.000000,7,300,74.39444444444445,100.0,223.18333333333334,787
34,2024-08-19,2024-08-25 00:00:00.000000,7,300,52.011111111111106,100.0,156.03333333333333,787
35,2024-08-26,2024-09-01 00:00:00.000000,7,300,35.63333333333333,100.0,106.9,787
36,2024-09-02,2024-09-08 00:00:00.000000,7,300,51.73888888888889,100.0,155.21666666666667,787
37,2024-09-09,2024-09-15 00:00:00.000000,7,300,78.67777777777778,100.0,236.03333333333333,787
38,2024-09-16,2024-09-22 00:00:00.000000,7,300,77.97222222222221,100.0,233.91666666666666,787
39,2024-09-23,2024-09-29 00:00:00.000000,7,300,57.72222222222222,100.0,173.16666666666666,787
40,2024-09-30,2024-10-06 00:00:00.000000,7,0,0.0,0.0,0.0,787
41,2024-10-07,2024-10-13 00:00:00.000000,7,0,0.0,0.0,0.0,787
42,2024-10-14,2024-10-20 00:00:00.000000,7,300,55.177777777777784,100.0,165.53333333333333,787
43,2024-10-21,2024-10-27 00:00:00.000000,7,300,45.47222222222222,100.0,136.41666666666666,787
44,2024-10-28,2024-11-03 00:00:00.000000,7,300,58.472222222222214,100.0,175.41666666666666,787
